pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop
our algorithms,7.1470015131,0.0106529560,9.0125190828,0.0001249145,1,0.5714285714,0.6533513176,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0056115975,0.5000000000,1,0
on different,7.2826261732,0.0148413208,12.5573510526,0.0002402067,1,0.4195123962,0.5810907169,40,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062093935,1.0000000000,1,1
a measure,5.1342102183,0.0071040670,5.8984151765,0.0000643227,1,0.3213085947,1.6497230244,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081076197,0.5000000000,1,0
our analysis,20.5578809531,0.0267403222,20.5046409288,0.0004206183,1,0.3715933771,0.4538773350,46,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0052197967,0.5000000000,1,0
existing methods,120.4979311081,0.0949742647,47.6761422387,0.0014347485,1,0.1970750462,0.2666891530,99,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0037820592,0.0000000000,0,0
our experimental,39.4479682515,0.0349705768,23.5313698003,0.0004557180,1,0.1285336630,0.2965797568,41,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0045041321,0.5000000000,1,0
modeling tasks,24.7152637185,0.0149751712,11.1108323257,0.0001164111,1,0.3548507077,0.3075026704,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0032989886,0.0000000000,0,0
image modeling,20.0212795239,0.0129044888,9.9392468576,0.0000997027,1,0.4489566572,0.5791425965,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0036166097,0.0000000000,0,0
image generation,74.6652161640,0.0383128434,21.9921442648,0.0003391652,1,0.4132774280,0.6434431563,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0033145968,0.0000000000,0,0
and the use of,3.0593093640,0.0058905504,3.5360247031,0.0000676398,1,0.7004140947,2.4915016390,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0166653458,1.0000000000,1,1
the input sequence,13.2867642922,0.0115738415,8.1800798402,0.0001173562,1,0.5989703855,2.9448019763,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0123990853,0.3333333333,1,0
image description,139.9972803075,0.0370962511,17.8172750963,0.0001942988,1,0.5771785934,1.5045809131,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0027850762,0.0000000000,0,0
evidence that,31.9669945638,0.0273734980,19.2906551841,0.0003248515,1,0.2746020677,0.7616641698,31,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057846890,0.5000000000,0,1
several state,30.8721559961,0.0221407167,15.7175686811,0.0002178473,1,0.0476190476,0.0476190476,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0033567912,0.5000000000,1,0
for computer vision,5.7415415873,0.0076082044,5.5268003993,0.0000792907,1,0.2000000000,0.2699025654,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035788239,0.6666666667,1,0
performance with,4.0215349997,0.0092272755,7.3639919614,0.0001178554,1,0.3509386589,0.4500421797,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060516091,0.5000000000,0,1
the order,1.3689393513,0.0041948372,1.2948046038,0.0000161468,1,0.4382500135,3.3146524853,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0167605286,0.5000000000,1,0
of real,2.6788248746,0.0085392939,5.9122693124,0.0001072908,1,0.4355743329,1.7264881980,36,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0105752222,0.5000000000,1,0
several applications,39.1140883659,0.0180368833,12.1603474771,0.0001219830,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0024995228,0.5000000000,1,0
several benchmark,147.3256199017,0.0495049956,23.4175819095,0.0003322083,1,0.0306221460,0.0278935727,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0020496269,0.5000000000,1,0
relative improvement,760.0701149425,0.0958926603,26.5336427421,0.0003210066,1,0.1568909588,0.1638602645,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0010283489,0.0000000000,0,0
between different,35.6206097824,0.0284256137,19.5697128840,0.0003241919,1,0.2838067591,0.2866184797,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0036606273,1.0000000000,1,1
the causal,3.5431371446,0.0061243013,4.7332434912,0.0000535649,1,0.7516839873,4.8195493558,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0162055396,0.5000000000,1,0
model over,6.1846912148,0.0086500287,7.2883083190,0.0000881747,1,0.3695941072,0.6103121294,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0056867639,0.5000000000,0,1
using these,7.5411090520,0.0104086153,8.8065854344,0.0001161025,1,0.1844854099,0.2385727329,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0048534293,1.0000000000,1,1
inference in the,4.6154023331,0.0074724552,5.2979936971,0.0000832627,1,0.5405920580,2.8868186913,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0155932052,0.6666666667,0,1
to achieve this,15.1359869987,0.0135320599,9.4122244272,0.0001479215,1,0.4083913624,1.4647922049,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084841166,0.6666666667,1,1
is composed of,42.0316755184,0.0298308697,17.1316087283,0.0003561690,1,0.2820929356,1.3464281700,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0096562047,0.6666666667,1,1
present experimental results,36.7403962618,0.0192459713,11.3964593011,0.0001635002,1,0.2000000000,0.2000000000,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0031999484,0.0000000000,0,0
model learning,0.7836189141,0.0026665002,-0.8446604036,-0.0000088497,1,0.4335202316,0.4993795538,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079209081,0.0000000000,0,0
be used to learn,54.5775008254,0.0301312196,13.2652445653,0.0002661330,1,0.2842357984,1.0061047571,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0070718555,0.7500000000,1,0
a model that,8.8630522049,0.0146441844,10.6890402185,0.0002375706,1,0.6045603197,1.1632132701,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0111462249,0.6666666667,1,1
model size,17.9918289886,0.0147535386,11.5596708390,0.0001398500,1,0.3341152203,0.4146656511,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0048095508,0.0000000000,0,0
model hmm,88.4886589201,0.0283356368,15.5291324357,0.0001627028,1,0.3547902543,0.7411806011,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0041506020,0.0000000000,0,0
probabilistic programs,421.2636105434,0.0618252873,20.9344625387,0.0002193358,1,0.5727514557,1.2222924045,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0013409827,0.0000000000,0,0
model learns,25.2971050385,0.0190638565,14.0822510702,0.0001856547,1,0.3367303405,0.6354082313,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046830880,0.0000000000,0,0
on human,3.1227595999,0.0053230243,3.9446317385,0.0000413289,1,0.4952321704,0.6211076782,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0059888045,0.5000000000,1,0
model architectures,8.6362805252,0.0080809407,6.8177820769,0.0000652079,1,0.2335956373,0.4710147418,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0050074447,0.0000000000,0,0
model performance,3.0694957630,0.0054929259,4.0436737148,0.0000440966,1,0.5399569259,0.9442184960,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062646487,0.0000000000,0,0
of computer,6.3130012726,0.0119667747,10.0923971948,0.0001671907,1,0.3416802235,2.0740390230,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0098107239,1.0000000000,1,1
novel method,39.3072944973,0.0381621789,25.6998707859,0.0005441092,1,0.1508158863,0.1865240323,49,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042451658,0.5000000000,1,0
understand the,14.6154407214,0.0190968385,15.4073682737,0.0002676964,1,0.2979948227,3.5673734654,33,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159734289,0.5000000000,0,1
model the,1.0283213342,0.0084116979,0.2664132795,0.0000076866,1,0.6173090290,3.3980543651,91,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0195987967,0.5000000000,0,1
model outperforms,37.7893596548,0.0311689931,21.1781780553,0.0003734953,1,0.3358373989,0.7778458810,34,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0047563840,0.0000000000,0,0
enables the,6.8905208558,0.0129121797,10.9185584380,0.0001868088,1,0.3403966562,3.9002369973,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0161941282,0.5000000000,0,1
the co,4.9851115639,0.0064392062,5.3280110748,0.0000534464,1,0.3860161200,3.0366282644,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159859984,1.0000000000,1,1
features we,1.4674858807,0.0036490191,1.3286584307,0.0000139207,1,0.6729331890,1.1849857999,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0082534907,0.5000000000,0,1
features at,21.1348509375,0.0164824817,12.5792793560,0.0001568691,1,0.2941176471,0.3218110118,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0037630929,0.5000000000,0,1
features from,24.3849831567,0.0332610077,24.7403658595,0.0005796139,1,0.3466607744,0.3807341449,60,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0051806756,0.5000000000,0,1
features by,6.7338546564,0.0103404649,8.7396488661,0.0001211325,1,0.6190476190,0.8685750492,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055317505,0.5000000000,0,1
embedding models,20.9116869482,0.0154006380,11.7750629748,0.0001379323,1,0.7171277831,0.8825088655,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042513951,0.0000000000,0,0
the d,2.2500747227,0.0069020171,4.2912150939,0.0000686778,1,0.6919911009,3.1841112790,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0169630517,1.0000000000,1,1
embedding is,5.1477918030,0.0065434287,5.4345147408,0.0000545148,1,0.6512560512,0.6317513109,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0062194026,0.5000000000,0,1
a way that,40.6223226060,0.0319978130,18.5215886670,0.0004201425,1,0.4317051523,1.3373815937,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0090821386,1.0000000000,1,1
embedding and,2.1236163404,0.0040071590,2.3815759947,0.0000227783,1,0.4462719964,1.0618713972,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079489277,0.5000000000,0,1
embedding to,2.1326294456,0.0040156537,2.3949690106,0.0000229064,1,0.5698863242,2.1832858717,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088573653,0.5000000000,0,1
embedding methods,23.0028556430,0.0138320251,10.3996696078,0.0001043213,1,0.6363636364,0.9113983213,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0034916393,0.0000000000,0,0
network in,1.4088458495,0.0061061056,2.0278595345,0.0000362852,1,0.6223098510,1.3325360572,35,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0093391635,0.5000000000,0,1
joint model,17.5748308689,0.0120903944,9.5069982135,0.0000953667,1,0.4618778542,0.7373810183,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046145412,0.0000000000,0,0
a union,30.3313342125,0.0151441291,10.7902647309,0.0001032023,1,0.3169113806,2.0701337646,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076493020,0.5000000000,1,0
close to the,9.9176204895,0.0137831492,10.0006786100,0.0001977674,1,0.3895217289,3.2903354202,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0158773542,0.6666666667,0,1
a small,31.0120873494,0.0620134611,43.9814857689,0.0017035266,1,0.3952456820,1.8048194375,164,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084909045,0.5000000000,1,0
higher accuracy than,438.6253869347,0.0697446887,20.1771701976,0.0003036022,1,0.0999860843,0.1436620381,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0026601419,0.3333333333,0,1
the performance of the proposed,17.3993341922,0.0145085782,9.0328309138,0.0002159837,1,0.5086516591,3.1947351610,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0179654241,0.6000000000,1,0
a suitable,9.2997015274,0.0095610311,8.0403155470,0.0000876803,1,0.3250093602,2.4999039750,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078831495,0.5000000000,1,0
parts of,24.0181002962,0.0255693168,19.0728463506,0.0003461177,1,0.3596336114,2.0178011264,36,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0093781504,0.5000000000,0,1
a shallow,11.4891417472,0.0093205672,7.7203922482,0.0000738408,1,0.4611015799,2.6225363939,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077863915,0.5000000000,1,0
superior performance of,13.9617412291,0.0135272459,9.5053898930,0.0001554855,1,0.2382886645,1.2600559381,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078438096,0.3333333333,0,1
proposed method,105.1194097588,0.1238564588,64.6706735015,0.0027173346,1,0.3468117807,0.4235664743,193,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0048357040,0.0000000000,0,0
art algorithms,16.5424843959,0.0141468225,11.2237275345,0.0001357857,1,0.1398007891,0.1287484163,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0038137417,0.0000000000,0,0
a naive,24.6442090476,0.0155642309,11.5541403000,0.0001259988,1,0.3541942020,1.8098551185,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077002384,0.5000000000,1,0
model based on,5.0160722353,0.0103052719,7.3900778825,0.0001536410,1,0.3627491247,0.4759409082,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074147751,0.3333333333,0,1
a reinforcement,3.4236873902,0.0083604082,6.3949991203,0.0001005031,1,0.4238833218,1.8782589255,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088205882,0.5000000000,1,0
with two,6.0751523200,0.0123121558,10.3643804959,0.0001800767,1,0.3332148866,0.3888178746,33,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057541811,1.0000000000,1,1
a robust,5.3595943962,0.0104603542,8.7237595068,0.0001371016,1,0.3811481971,1.2053698042,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084815430,0.5000000000,1,0
to adapt,37.8660206013,0.0312005924,21.1899949663,0.0003737037,1,0.3429870351,2.4208963944,34,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081066535,0.5000000000,1,0
unsupervised feature learning,108.5906906870,0.0443915660,19.8877417418,0.0003827984,1,0.4324658499,0.7131291487,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044816250,0.0000000000,0,0
deep recurrent,28.3165112627,0.0303425899,21.9244355148,0.0004348302,1,0.3287608785,0.5196056759,43,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046004290,0.0000000000,0,0
to measure the,9.4293165945,0.0097500765,7.0955933151,0.0001017975,1,0.4807633848,3.3210137284,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0160583126,0.6666666667,1,1
a person,12.2663483948,0.0101007248,8.3143127288,0.0000834026,1,0.4757074096,2.0352671838,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078003111,0.5000000000,1,0
a markov,7.0773113162,0.0106008904,8.9676152394,0.0001242921,1,0.3828897415,1.5106613693,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081768469,0.5000000000,1,0
the effect of,26.8349075541,0.0389235086,24.6178872560,0.0008357822,1,0.4268533311,3.3897298946,56,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0167590665,0.6666666667,1,1
deep neural networks dnns,297.7647191264,0.1246406520,38.6342109809,0.0015850320,1,0.5470999783,0.7727501316,46,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0050350086,0.0000000000,0,0
well as to,1.8634976170,0.0045459921,2.0644502184,0.0000310634,1,0.6877011529,1.7807693720,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088583675,1.0000000000,1,1
a basis,7.7013153274,0.0087006696,7.3603404142,0.0000802651,1,0.3056591657,2.1289507334,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079563267,0.5000000000,1,0
a smooth,17.4200230274,0.0149639887,11.7822703073,0.0001469300,1,0.3661230887,1.3112777851,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078117173,0.5000000000,1,0
removing the,15.0869065511,0.0117000918,9.4009733663,0.0000984964,1,0.2855290380,4.4624806797,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0157995604,0.5000000000,0,1
a smaller,14.6091288638,0.0152307172,12.2888485223,0.0001703248,1,0.3725744038,2.4585960948,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079022143,0.5000000000,1,0
a student,17.2337126207,0.0114153169,9.0025855016,0.0000861042,1,0.6633299095,3.1397083121,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077379140,0.5000000000,1,0
than those,90.4669209924,0.0298205142,16.2429517806,0.0001771307,1,0.0479609693,0.0582903105,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0022688804,1.0000000000,1,1
a whole,16.8507412292,0.0142780219,11.2975785828,0.0001366792,1,0.3007014032,1.6911923600,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077970903,1.0000000000,1,1
increasing the,9.1704726095,0.0148959908,12.5355257936,0.0002144740,1,0.3354327394,4.0774808172,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0160971621,0.5000000000,0,1
deep q network,205.2634216283,0.0659224509,24.3989809087,0.0005072589,1,0.3850828176,0.5955580235,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046627335,0.3333333333,0,0
a kind,15.7975699023,0.0109293338,8.7274313680,0.0000834725,1,0.2851099754,1.9517075459,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077215196,0.5000000000,1,0
good generalization,309.8595795195,0.0592825178,22.2158942325,0.0002602355,1,0.2846260568,0.3456900368,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0013856033,0.5000000000,1,0
a database,9.9572561809,0.0098932746,8.2866440843,0.0000903665,1,0.5215157963,2.7410029709,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078826643,0.5000000000,1,0
a constrained,11.1512258134,0.0112461917,9.3398907821,0.0001094068,1,0.3373144335,2.2335586045,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078820272,0.5000000000,1,0
a one,1.2825088462,0.0039390249,0.9952727826,0.0000120409,1,0.4881856047,1.5961081960,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0092141128,1.0000000000,1,1
the one,1.5655722267,0.0067069783,2.7632071898,0.0000515184,1,0.4658969925,3.9948328984,38,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0173468683,1.0000000000,1,1
visual recognition tasks,255.9059597523,0.0556414884,19.2077853884,0.0003018674,1,0.1459551012,0.1234018977,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0037046364,0.0000000000,0,0
prior information,56.2951990252,0.0260972183,16.1224370266,0.0001950508,1,0.3275705762,0.3127573446,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0028236512,0.0000000000,0,0
a certain,18.8298551319,0.0229521249,17.8556066390,0.0003284979,1,0.3757852705,2.4985661720,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079876867,1.0000000000,1,1
this domain,6.1199658623,0.0080489099,6.7782238288,0.0000767074,1,0.2678095573,0.4096624316,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0052597919,0.5000000000,1,0
is related,8.0347435365,0.0077944335,6.5894753855,0.0000630243,1,0.2926607041,1.2527011063,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0058216467,0.5000000000,1,0
access to,52.2429589045,0.0412141795,25.9406046583,0.0005144835,1,0.3380300211,1.8952383505,43,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080912697,0.5000000000,0,1
a domain,2.3268622816,0.0054690053,3.4820480482,0.0000434226,1,0.3827908970,1.8763325039,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088655131,0.5000000000,1,0
an extensive,50.8011011524,0.0322045320,20.4100607908,0.0003207623,1,0.1203522527,0.2216807071,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0038363788,0.5000000000,1,0
a combinatorial,15.1656671062,0.0117305920,9.4190105215,0.0000986854,1,0.4319570735,2.8366621948,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077681310,0.5000000000,1,0
experimentally that,34.6689822628,0.0204799591,14.1833816171,0.0001715919,1,0.1933350233,0.9498487191,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055306662,0.5000000000,0,1
dimensionality reduction,2826.3575000000,0.3365503366,57.8531700125,0.0012738614,1,0.3412232345,0.3929119032,53,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0009923278,0.0000000000,0,0
training deep,10.4986634832,0.0193158793,16.1193439056,0.0003342361,1,0.6203374022,0.8645525182,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060646432,0.0000000000,0,0
analysis and,7.7152291912,0.0220045256,18.6144032018,0.0005129148,1,0.3989847170,1.2453358905,83,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085680900,0.5000000000,0,1
a video,7.4117921948,0.0120710997,10.2137046006,0.0001575169,1,0.5870840393,2.3988450776,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083309004,0.5000000000,1,0
it to,4.1090782672,0.0178891360,14.3424007465,0.0004402482,1,0.4523404860,1.3115781051,103,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0104777555,1.0000000000,1,1
a factor,14.4434924821,0.0161897551,13.0814704102,0.0001938292,1,0.3601710444,1.7036569009,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079443504,0.5000000000,1,0
the strengths,16.7033608245,0.0137640458,10.9048104309,0.0001277382,1,0.2887564497,3.3025328558,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0158139528,0.5000000000,1,0
trial and,36.2945338185,0.0165660573,11.3578487799,0.0001086308,1,0.2356921038,1.0841532995,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0070400760,0.5000000000,0,1
sentence classification,57.8446712349,0.0280586311,17.2156233424,0.0002209104,1,0.7568917876,0.7925427299,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0031669891,0.0000000000,0,0
a criterion,9.9299010815,0.0090879798,7.6134797503,0.0000763724,1,0.6814752070,1.9572036664,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078427447,0.5000000000,1,0
improving the,13.3708168157,0.0217984918,17.7772230046,0.0003686124,1,0.3163961833,3.6462745528,47,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0160906757,0.5000000000,0,1
model selection,32.8296965172,0.0249116209,17.4566674370,0.0002639906,1,0.2976652974,0.4988909723,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0047346634,0.0000000000,0,0
a corresponding,6.7189664395,0.0084336156,7.1276116411,0.0000806613,1,0.3710643201,2.1481681973,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080175409,1.0000000000,1,1
a matrix,3.9909650280,0.0077687743,6.1895840253,0.0000837208,1,0.6813387583,2.2468349066,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085414180,0.5000000000,1,0
a cluster,7.3530507182,0.0094317508,7.9804611632,0.0000965484,1,0.5094651624,1.9112132442,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080817828,0.5000000000,1,0
a scoring,11.7480519837,0.0098850261,8.1711268333,0.0000819663,1,0.6080921709,2.8297787679,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078075363,0.5000000000,1,0
model was,34.0516203566,0.0243350003,16.9191066957,0.0002454135,1,0.4271726722,0.8018332610,23,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0046563495,0.5000000000,0,1
the higher,2.0186000465,0.0044544631,2.5325544489,0.0000276177,1,0.4553654660,5.5374159563,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0163623280,0.5000000000,1,0
generalization ability of,24.4628799313,0.0157044130,10.1102977264,0.0001450482,1,0.3084355295,1.9067064849,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0070255750,0.3333333333,0,1
apply it,50.3709966912,0.0246858912,15.6776621878,0.0001896699,1,0.1206595180,0.3693984182,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0032144128,0.5000000000,0,1
a time,2.2387413347,0.0072440486,4.4871381563,0.0000755627,1,0.3531414839,1.4859672638,31,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0094049521,1.0000000000,1,1
this article we,45.3519841026,0.0344788471,19.4499750049,0.0004499394,1,0.2305837533,0.5444072609,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069637195,0.6666666667,1,1
and easily,6.7955722894,0.0078523959,6.6381583883,0.0000695497,1,0.3375498522,1.2887768576,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0073722801,0.5000000000,1,0
a low,12.6127291565,0.0281346896,23.0922757075,0.0006363014,1,0.4917677177,2.1355576301,83,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087104227,0.5000000000,1,0
develop a novel,117.1790661272,0.0532474179,23.3372844703,0.0005186857,1,0.2581556712,1.1901805514,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0065809816,0.6666666667,0,1
a non,7.9880231323,0.0204146881,17.2606934965,0.0004336505,1,0.4297518380,1.7222166359,69,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0089062655,1.0000000000,1,1
is not,26.7040907131,0.0582427786,42.5760913772,0.0016690814,1,0.3709716166,0.7384671008,168,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0070304839,1.0000000000,1,1
the activation,5.4068682438,0.0099055150,8.2678609161,0.0001225056,1,0.5715753101,4.2048017095,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0162239056,0.5000000000,1,0
a consequence,53.0798348719,0.0237043116,14.8611039525,0.0001681792,1,0.3062409511,1.6939169504,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076256807,0.5000000000,1,0
in non,2.2386668093,0.0048680754,3.0153287791,0.0000341237,1,0.5714285714,1.3417317750,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074260449,1.0000000000,1,1
related tasks,60.7630589366,0.0244393718,14.8079342643,0.0001614817,1,0.2656296535,0.3336473051,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0027733005,0.0000000000,0,0
search in,2.4133093484,0.0042717423,2.7859633905,0.0000266460,1,0.4444444444,0.7184845771,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0071693567,0.5000000000,0,1
a layer,3.0004017656,0.0070647955,5.1535764999,0.0000731101,1,0.3792483683,1.0733203882,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088250159,0.5000000000,1,0
recent success,204.4059159920,0.0448246548,19.1819214679,0.0002091803,1,0.0500137327,0.0540968405,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0015978217,0.0000000000,0,0
over the state of,37.8625005726,0.0293064910,14.0742711754,0.0003297301,1,0.4583639076,2.9993083822,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0142945917,0.7500000000,1,1
